City ID,Country,City,Latitude,Longitude
79,DE,Barmbek-Sued,53.58007,10.04067
80,DE,Neu-Hohenschoenhausen,52.56681,13.51255
81,DE,Paradies,47.66581,9.16386
82,DE,Ruesfort,52.59359,7.99637
83,DE,Hauptbahnhof,52.24999,10.55041
84,DE,Zwenkau,51.21872,12.33008
85,DE,Zschepplin,51.5,12.6
86,DE,Zorge,51.63333,10.63333
87,DE,Zorbau,51.19161,12.02278
88,DE,Zoelkow,53.56325,11.8206
89,DE,Ziltendorf,52.20608,14.62411
90,DE,Zell im Fichtelgebirge,50.13532,11.82266
91,DE,Zeitz,51.04962,12.1369
92,DE,Zandt,49.15,12.73333
93,DE,Wusterwitz,52.36666,12.38488
94,DE,Wusterhausen,52.8912,12.46021
95,DE,Wolfsburg-Unkeroda,50.93333,10.26667
96,DE,Woldegk,53.46058,13.58356
97,DE,Wohlde,54.40614,9.2989
98,DE,Winterhausen,49.70683,10.01661
99,DE,Winnenden,48.87563,9.39819
100,DE,Wilkau-Hasslau,50.67504,12.51482
101,DE,Wettrup,52.58887,7.59911
102,DE,Wetter,51.38747,7.39277
103,DE,Westertimke,53.23697,9.13084
104,DE,Westendorf,48.57209,10.84049
105,DE,Wesselburener Deichhausen,54.16667,8.93333
106,DE,Wermelskirchen,51.1397,7.21583
107,DE,Werben,51.81667,14.18333
108,DE,Welver,51.61667,7.96667
109,DE,Weltersburg,50.53233,7.96056
110,DE,Welschenbach,50.36667,7.06667
111,DE,Weiten,49.53011,6.54064
112,DE,Weisskeissel,51.49405,14.71515
113,DE,Weissenfels,51.20148,11.96843
114,DE,Weinbohla,51.16667,13.56667
115,DE,Weiltingen,49.03878,10.45052
116,DE,Weilerswist,50.75292,6.84585
117,DE,Weilen unter den Rinnen,48.18984,8.76486
118,DE,Weiherhammer,49.63333,12.06667
119,DE,Wegberg,51.14221,6.28436
120,DE,Wassertrudingen,49.04328,10.59906
121,DE,Walternienburg,51.96709,11.93928
122,DE,Waggum,52.32632,10.55803
123,DE,Vrees,52.88333,7.76667
124,DE,Vorra,49.55718,11.49419
125,DE,Vorbach,49.82136,11.73625
126,DE,Voelkershausen,50.8,10.05
127,DE,Vogtareuth,47.94694,12.18126
128,DE,Vitzenburg,51.30172,11.56811
129,DE,Luessow,54.28176,13.03103
130,DE,Loxstedt,53.46667,8.65
131,DE,Loissin,54.11205,13.52825
132,DE,Lohmen,50.98831,14.00268
133,DE,Lohma,50.61167,11.85202
134,DE,Lockstedt,54,9.68333
135,DE,Lobichau,50.89383,12.26366
136,DE,Loeberitz,51.65393,12.14655
137,DE,Lindwedel,52.60784,9.68737
138,DE,Lindig,50.78887,11.60141
139,DE,Linden,54.25,9.18333
140,DE,Limbach,50.58333,12.25
141,DE,Lilienthal,53.14193,8.90338
142,DE,Lieskau,51.50395,11.86208
143,DE,Lichtenfels,50.14567,11.05928
144,DE,Leuchtenberg,49.59737,12.2584
145,DE,Letzlingen,52.44615,11.48518
146,DE,Lensahn,54.21652,10.88326
147,DE,Leiningen,50.13333,7.56667
148,DE,Leimersheim,49.12421,8.34531
149,DE,Leidersbach,49.90139,9.22167
150,DE,Lehrte,52.37193,9.97919
151,DE,Lehrensteinsfeld,49.13111,9.32722
152,DE,Legau,47.85628,10.12981
153,DE,Laumersheim,49.55405,8.23538
154,DE,Langstedt,54.61667,9.38333
155,DE,Langenwetzendorf,50.67884,12.09407
156,DE,Langenhorn,54.66667,8.91667
157,DE,Langenbach bei Marienberg,50.63806,7.94787
158,DE,Langballig,54.8,9.63333
159,DE,Lahnstein,50.3,7.61667
160,DE,Lage,51.99223,8.79301
161,DE,Lachen,47.9459,10.23943
162,DE,Kummersbruck,49.41917,11.88833
163,DE,Kulsheim,49.66942,9.52361
164,DE,Kriegsfeld,49.70992,7.91687
165,DE,Kreuzau,50.74699,6.49069
166,DE,Kretz,50.39574,7.36249
167,DE,Krauthausen,51.01667,10.26667
168,DE,Koxhausen,49.98333,6.23333
169,DE,Koerperich,49.92449,6.25973
170,DE,Korntal,48.83218,9.1214
171,DE,Bad Konigshofen im Grabfeld,50.30082,10.46887
172,DE,Konigsfeld,51.06667,12.75
173,DE,Kodersdorf,51.24272,14.89336
174,DE,Klinkrade,53.71667,10.55
175,DE,Kleineutersdorf,50.78333,11.58333
176,DE,Kleinblittersdorf,49.1578,7.03734
177,DE,Klein Barkau,54.23333,10.13333
178,DE,Kitzen,51.22172,12.22349
179,DE,Kelbra,51.43528,11.04143
180,DE,Karstaedt,53.16215,11.74242
181,DE,Karby,54.62372,9.97323
182,DE,Kaltenkirchen,53.83292,9.9581
183,DE,Kabelhorst,54.21667,10.91667
184,DE,Jueterbog,51.99607,13.07979
185,DE,Ilsfeld,49.05548,9.24598
186,DE,Icking,47.95,11.43333
187,DE,Hutten,54.43333,9.71667
188,DE,Huffler,49.5,7.38333
189,DE,Hoerselgau,50.91988,10.58444
190,DE,Hornberg,48.21068,8.23275
191,DE,Horbach,49.81667,7.51667
192,DE,Homberg,50.73108,8.99644
193,DE,Holtsee,54.4,9.85
194,DE,Holt,54.81667,9.15
195,DE,Hohndorf,50.74044,12.68058
196,DE,Hohenleimbach,50.41667,7.06667
197,DE,Hochstenbach,50.63361,7.74472
198,DE,Hiltpoltstein,49.66075,11.32272
199,DE,Hiltenfingen,48.16085,10.7175
200,DE,Heukewalde,50.83333,12.26667
201,DE,Hettenrodt,49.74009,7.25351
202,DE,Hessisch Oldendorf,52.17269,9.24913
203,DE,Herzberg,51.68692,13.22016
204,DE,Herpf,50.57835,10.33308
205,DE,Herold,50.27744,7.93179
206,DE,Heinersdorf,52.57173,13.43757
207,DE,Heimertingen,48.03333,10.15
208,DE,Heiligenberg,47.82094,9.3128
209,DE,Hedeper,52.06667,10.68333
210,DE,Haverlah,52.06667,10.16667
211,DE,Hauswalde,51.15212,14.0863
212,DE,Harspelt,50.13333,6.16667
213,DE,Harrislee,54.8,9.38333
214,DE,Hanerau-Hademarschen,54.13333,9.41667
215,DE,Hammerstein,50.48333,7.35
216,DE,Hamburg,53.55073,9.99302
217,DE,Gutach im Breisgau,48.11667,7.98333
218,DE,Gulzow,53.45,10.5
219,DE,Gruenberg,50.59403,8.95866
220,DE,Grub,50.55,10.63333
221,DE,Grossweitzschen,51.15845,13.04517
222,DE,Trebel,53,11.31667
223,DE,Gross Stieten,53.81318,11.44947
224,DE,Gross Gronau,53.8,10.75
225,DE,Grossenworden,53.68333,9.26667
226,DE,Grossenkneten,52.94377,8.25323
227,DE,Grossenhain,51.28951,13.5335
228,DE,Grossauheim,50.10292,8.94835
229,DE,Bad Griesbach,48.45181,13.19329
230,DE,Greven,53.48406,11.97578
231,DE,Greussenheim,49.81667,9.76667
232,DE,Grafling,48.89491,12.97511
233,DE,Graefenhain,50.81667,10.7
234,DE,Goessnitz,50.88902,12.43292
235,DE,Gossitz,50.62202,11.58648
236,DE,Glees,50.43333,7.25
237,DE,Gladbeck,51.57077,6.98593
238,DE,Gesees,50.03207,11.66623
239,DE,Gersthofen,48.42432,10.87273
240,DE,Gernrode,51.72575,11.13876
241,DE,Gerhardshofen,49.63123,10.69133
242,DE,Geisleden,51.35,10.2
243,DE,Geisenheim,49.9847,7.96835
244,DE,Gehren,50.64852,11.00471
245,DE,Gebhardshain,50.75,7.81667
246,DE,Gau-Bickelheim,49.83528,8.02056
247,DE,Garching,48.24896,11.65101
248,DE,Gammelsdorf,48.55,11.95
249,DE,Friedenweiler,47.91778,8.25627
250,DE,Freudenburg,49.54348,6.53292
251,DE,Fresenburg,52.88333,7.3
252,DE,Freimersheim,49.70833,8.08917
253,DE,Frechen,50.91485,6.8118
254,DE,Frankelbach,49.53333,7.63333
255,DE,Forbach,48.68333,8.35
256,DE,Fohren-Linden,49.58333,7.28333
257,DE,Fohrden-Barl,53.92803,9.78702
258,DE,Flessau,52.75996,11.67093
259,DE,Fleckeby,54.48333,9.7
260,DE,Feilitzsch,50.36667,11.93333
261,DE,Falkenfels,49.00415,12.5948
262,DE,Falkenberg,51.58557,13.24347
263,DE,Eving,51.55177,7.48087
264,DE,Euskirchen,50.66057,6.78722
265,DE,Etzbach,50.77831,7.688
266,DE,Esslingen,48.73961,9.30473
267,DE,Espenau,51.39664,9.47021
268,DE,Esens,53.64866,7.61267
269,DE,Eschlkam,49.29883,12.91573
270,DE,Vielank,53.23545,11.13964
271,DE,Vetschau,51.78638,14.07941
272,DE,Velden,49.61388,11.51008
273,DE,Vahldorf,52.2566,11.49925
274,DE,Uetersen,53.68769,9.66394
275,DE,Unterweid,50.60986,10.06074
276,DE,Unterthingau,47.77155,10.50446
277,DE,Unterschleissheim,48.28038,11.57684
278,DE,Unterhausen,48.4298,9.25504
279,DE,Unseburg,51.93284,11.51281
280,DE,Uhingen,48.70475,9.5857
281,DE,Tschernitz,51.58333,14.61667
282,DE,Tutzing,47.90938,11.2803
283,DE,Trunkelsberg,48,10.21667
284,DE,Triglitz,53.21667,12.1
285,DE,Trierweiler,49.76231,6.55987
286,DE,Tornau,51.71851,12.18172
287,DE,Thelkow,54.03616,12.55978
288,DE,Thalmassing,48.91167,12.155
289,DE,Tautendorf,50.81667,11.9
290,DE,Taunusstein,50.14993,8.15206
291,DE,Tannesberg,49.53182,12.32765
292,DE,Sulzemoos,48.29107,11.26356
293,DE,Sternberg,53.71236,11.82678
294,DE,Steineroth,50.76038,7.85443
295,DE,Standenbuehl,49.6,7.98333
296,DE,Sperenberg,52.14113,13.365
297,DE,Spall,49.88333,7.68333
298,DE,Sonnefeld,50.21667,11.13333
299,DE,Silberhausen,51.31084,10.3396
300,DE,Siefersheim,49.8,7.95
301,DE,Sengenthal,49.23333,11.46667
302,DE,Selm,51.69689,7.46809
303,DE,Sellerich,50.23333,6.36667
304,DE,Seekirch,48.1,9.65
305,DE,Schweinschied,49.7,7.56667
306,DE,Schwedelbach,49.49557,7.59366
307,DE,Schwarzenborn,50.03333,6.71667
308,DE,Schwarzburg,50.64304,11.19189
309,DE,Schonborn,50.3025,7.99401
310,DE,Schonberg,48.33333,12.43333
311,DE,Schneverdingen,53.11685,9.79524
312,DE,Schnackenburg,53.03729,11.56448
313,DE,Schmiedeberg,50.83644,13.67622
314,DE,Schmeheim,50.56667,10.58333
315,DE,Schlieben,51.72379,13.38304
316,DE,Schilksee,54.41833,10.17193
317,DE,Schiffweiler,49.36667,7.13333
318,DE,Schellweiler,49.51395,7.39163
319,DE,Schauren,49.80719,7.23724
320,DE,Sarmersbach,50.23333,6.88333
321,DE,Sankt Sebastian,50.41077,7.56175
322,DE,Sankt Alban,49.68333,7.86667
323,DE,Ruesselsheim,49.98955,8.42251
324,DE,Rueningen,52.22123,10.50405
325,DE,Rueckersdorf,50.73773,11.47582
326,DE,Roskow,52.47237,12.71886
327,DE,Rorodt,49.76667,7.05
328,DE,Ringleben,51.36667,11.21667
329,DE,Riestedt,51.49496,11.36023
330,DE,Rheinbreitbach,50.61667,7.23333
331,DE,Rheden,52.05784,9.78714
332,DE,Rheda-Wiedenbrueck,51.84967,8.30017
333,DE,Remse,50.85,12.56667
334,DE,Reinholterode,51.4219,10.19428
335,DE,Reilingen,49.29472,8.56917
336,DE,Reichmannsdorf,50.54962,11.25758
337,DE,Reichenbach,50.86861,11.87801
338,DE,Reichenbach,50.68471,11.43643
339,DE,Rehburg-Loccum,52.46952,9.19957
340,DE,Rechtmehring,48.12478,12.16063
341,DE,Rasdorf,50.71667,9.9
342,DE,Rangsdorf,52.29126,13.41946
343,DE,Ramhusen,53.95,9.08333
344,DE,Radibor,51.24481,14.39842
345,DE,Quakenbrueck,52.67502,7.94983
346,DE,Purgen,48.02472,10.92213
347,DE,Poyenberg,54.03333,9.7
348,DE,Ploetz,51.63775,11.94925
349,DE,Pleidelsheim,48.9592,9.20311
350,DE,Plattenburg,52.95919,12.02951
351,DE,Plaidt,50.3926,7.39251
352,DE,Philippsreut,48.86667,13.68333
353,DE,Pfeffelbach,49.53948,7.32768
354,DE,Pfatter,48.96309,12.38254
355,DE,Pessin,52.64244,12.66681
356,DE,Parkstetten,48.91667,12.6
357,DE,Padingbuettel,53.7,8.53333
358,DE,Ottensen,53.55213,9.92421
359,DE,Ottenhofen,48.21667,11.88333
360,DE,Osterstedt,54.10825,9.57436
361,DE,Osterspai,50.24453,7.61227
362,DE,Osterby,54.8,9.21667
363,DE,Ohlstadt,47.63333,11.23333
364,DE,Ohlsdorf,53.62594,10.03145
365,DE,Oberstadt,50.55531,10.59844
366,DE,Oberraden,50.55,7.53333
367,DE,Obernburg am Main,49.83577,9.13101
368,DE,Ober-Morlen,50.3735,8.69087
369,DE,Oberlauch,50.16667,6.41667
370,DE,Oberhof,50.70435,10.72716
371,DE,Nordleda,53.76667,8.83333
372,DE,Nordhastedt,54.16667,9.18333
373,DE,Niedert,50.13333,7.53333
374,DE,Niederreissen,51.09894,11.41106
375,DE,Niederlangen,52.85712,7.28199
376,DE,Niedenstein,51.23342,9.31029
377,DE,Neu-Ulm,48.39279,10.01112
378,DE,Neutraubling,48.98737,12.201
379,DE,Neusalza-Spremberg,51.03945,14.5356
380,DE,Neunkirchen,49.38694,9.01056
381,DE,Neukirchen,50.86906,9.34655
382,DE,Neukalen,53.82275,12.79015
383,DE,Neugernsdorf,50.71667,12.13333
384,DE,Neufeld,53.9,9.01667
385,DE,Neroth,50.19602,6.74689
386,DE,Neidenstein,49.31667,8.88472
387,DE,Neidenbach,50.1,6.55
388,DE,Negernbotel,53.98333,10.25
389,DE,Muellenbach,50.22147,7.06613
390,DE,Muhlheim am Bach,48.37863,8.69735
391,DE,Moschheim,50.4825,7.84167
392,DE,Moritzheim,50.05,7.26667
393,DE,Monzingen,49.79763,7.59284
394,DE,Monheim,48.84389,10.85834
395,DE,Molzhain,50.75,7.85
396,DE,Mittelstetten,48.25,11.1
397,DE,Mistelbach,49.9126,11.51264
398,DE,Mihla,51.07617,10.33175
399,DE,Michelbach,50.68329,7.66641
400,DE,Mettmann,51.2504,6.97536
401,DE,Merlscheid,50.13333,6.35
402,DE,Merkelbach,50.64556,7.76972
403,DE,Menningen,49.83333,6.48333
404,DE,Meine,52.38493,10.53932
405,DE,Mechow,53.71667,10.8
406,DE,Mechernich,50.59304,6.65224
407,DE,Marnheim,49.63278,8.04
408,DE,Markt Rettenbach,47.94733,10.39608
409,DE,Marktheidenfeld,49.8454,9.60359
410,DE,Marklkofen,48.55,12.56667
411,DE,Lunebach,50.13333,6.35
412,DE,Ergolding,48.57654,12.17102
413,DE,Erbes-Budesheim,49.75444,8.03139
414,DE,Elsenfeld,49.84289,9.16355
415,DE,Ellenberg,49.65,7.15
416,DE,Eldena,53.23191,11.41804
417,DE,Eichstaett,48.88854,11.19675
418,DE,Eichenried,48.27748,11.78206
419,DE,Eichenbarleben,52.16688,11.40125
420,DE,Eichen,50.63333,7.53333
421,DE,Ebhausen,48.58333,8.68333
422,DE,Ebersberg,48.0771,11.97063
423,DE,Durnau,48.64079,9.63544
424,DE,Durach,47.6944,10.34449
425,DE,Ducherow,53.76436,13.78216
426,DE,Dorpstedt,54.43333,9.36667
427,DE,Zwoenitz,50.63027,12.80999
428,DE,Wurmlingen,48,8.78333
429,DE,Wolsdorf,52.19098,10.93878
430,DE,Wolfersdorf,48.47937,11.70949
431,DE,Wittorf,54.05653,9.96701
432,DE,Wittenbergen,53.93345,9.68608
433,DE,Wittenberge,53.00543,11.75032
434,DE,Wissen,50.77915,7.73466
435,DE,Windbergen,54.05,9.11667
436,DE,Wilsleben,51.79966,11.42558
437,DE,Willwerscheid,50.03333,6.93333
438,DE,Wilhelmsthal,50.31113,11.37278
439,DE,Wildberg,48.62336,8.74518
440,DE,Wiesenburg,52.11456,12.45534
441,DE,Wiefelstede,53.25,8.11667
442,DE,Wiednitz,51.38608,14.02683
443,DE,Wieda,51.634,10.58704
444,DE,Westernohe,50.58917,8.10028
445,DE,Wernigerode,51.83652,10.78216
446,DE,Werlte,52.85,7.68333
447,DE,Weisweil,48.19939,7.67713
448,DE,Weissenthurm,50.41719,7.45072
449,DE,Weissbach,49.29717,9.59531
450,DE,Weismain,50.08512,11.24024
451,DE,Weinbach,50.43843,8.29133
452,DE,Weilheim,47.66667,8.23333
453,DE,Wasserlosen,50.09476,10.03017
454,DE,Wanzleben,52.06087,11.4408
455,DE,Wangen,47.6895,9.83247
456,DE,Wandlitz,52.74196,13.45799
457,DE,Walheim,49.01417,9.15111
458,DE,Waldrach,49.74623,6.74543
459,DE,Wahlrod,50.65,7.71667
460,DE,Wagersrott,54.66667,9.8
461,DE,Vorderweidenthal,49.13333,7.88333
462,DE,Voelkenrode,52.30418,10.44079
463,DE,Vilgertshofen,47.95,10.91667
464,DE,Verden,52.92343,9.23491
465,DE,Untergruppenbach,49.0894,9.27516
466,DE,Uelzen,52.96572,10.56111
467,DE,Uelsen,52.5,6.88333
468,DE,Tuessling,48.21218,12.59954
469,DE,Tuernich,50.85892,6.75535
470,DE,Trebsen,51.28898,12.75496
471,DE,Titisee-Neustadt,47.92104,8.19063
472,DE,Tirpersdorf,50.43333,12.25
473,DE,Thundorf in Unterfranken,50.20097,10.31906
474,DE,Thornich,49.83431,6.83824
475,DE,Tharandt,50.98525,13.58035
476,DE,Thaining,47.97302,10.95766
477,DE,Teichwolframsdorf,50.72093,12.24689
478,DE,Tasdorf,54.1,10.03333
479,DE,Tarnow,53.77941,12.01785
480,DE,Tann,50.64284,10.02385
481,DE,Stecklenberg,51.73326,11.08751
482,DE,Spesenroth,50.05,7.45
483,DE,Speichersdorf,49.87133,11.78123
484,DE,Simonsberg,54.43355,8.97692
485,DE,Sietzsch,51.48983,12.17775
486,DE,Siemensstadt,52.54053,13.26294
487,DE,Siek,53.63333,10.3
488,DE,Siebeldingen,49.20889,8.05139
489,DE,Setzingen,48.53815,10.13025
490,DE,Sessenhausen,50.5272,7.71365
491,DE,Senscheid,50.33333,6.83333
492,DE,Segnitz,49.67241,10.14416
493,DE,Seggebruch,52.3005,9.09462
494,DE,Seesbach,49.84536,7.54665
495,DE,Schwifting,48.04555,10.92762
496,DE,Schwerin,53.62937,11.41316
497,DE,Schwerbach,49.9,7.35
498,DE,Schwenningen,48.1,9
499,DE,Schwarzach,48.91567,12.81143
500,DE,Schrozberg,49.34528,9.97944
501,DE,Schoeneberg,53.00853,14.14258
502,DE,Schondorf,50.61745,11.69477
503,DE,Schoenberg,49.76667,6.91667
504,DE,Schonbach,50.21667,6.95
505,DE,Schomberg,48.78713,8.64495
506,DE,Scholen,52.73333,8.76667
507,DE,Schliengen,47.75698,7.57645
508,DE,Scheiditz,50.9052,11.75426
509,DE,Schaprode,54.51408,13.16655
510,DE,Schapen,52.4,7.56667
511,DE,Schallodenbach,49.55,7.71667
512,DE,Saxler,50.13333,6.9
513,DE,Sankt Julian,49.61667,7.51667
514,DE,Saal an der Saale,50.31673,10.35769
515,DE,Ruppertshofen,48.88275,9.81506
516,DE,Ruderting,48.65,13.41667
517,DE,Rubkow,53.93505,13.72299
518,DE,Rothenbuch,49.96528,9.39389
519,DE,Roth,49.93333,7.8
520,DE,Rotenburg an der Fulda,50.99556,9.72838
521,DE,Rondeshagen,53.75,10.63333
522,DE,Romrod,50.71341,9.2201
523,DE,Rodenas,54.88333,8.7
524,DE,Riethnordhausen,51.08333,11
525,DE,Riegsee,47.69867,11.23391
526,DE,Riedelberg,49.18333,7.45
527,DE,Rheine,52.28509,7.44055
528,DE,Reuth,50.3,6.48333
529,DE,Rennertshofen,48.75943,11.04544
530,DE,Reitwein,52.50091,14.58169
531,DE,Reiferscheid,50.65,7.55
532,DE,Regenstauf,49.12014,12.13027
533,DE,Raumbach,49.71667,7.65
534,DE,Rastow,53.45709,11.43145
535,DE,Rantzau,54.25,10.51667
536,DE,Radbruch,53.31667,10.28333
537,DE,Raeckelwitz,51.2573,14.22422
538,DE,Quirnheim,49.58444,8.12639
539,DE,Quirla,50.86667,11.76667
540,DE,Quern,54.75,9.71667
541,DE,Puls,54.08333,9.51667
542,DE,Prosigk,51.69962,12.0553
543,DE,Polle,51.89871,9.40386
544,DE,Plothen,50.63333,11.76667
545,DE,Pittenhart,47.97724,12.38997
546,DE,Pforzen,47.92997,10.61357
547,DE,Petershagen,52.52078,13.78748
548,DE,Perkam,48.85528,12.43979
549,DE,Penig,50.93336,12.70422
550,DE,Peissen,51.74347,11.75756
551,DE,Parsberg,49.16074,11.71834
552,DE,Ottrau,50.80599,9.38575
553,DE,Oststeinbek,53.54321,10.16939
554,DE,Ostercappeln,52.35,8.23333
555,DE,Orscholz,49.50593,6.52502
556,DE,Olfen,51.70787,7.37893
557,DE,Oftersheim,49.36528,8.58306
558,DE,Oberkochen,48.78379,10.10519
559,DE,Obergebra,51.41361,10.57992
560,DE,Oberaula,50.85,9.46667
561,DE,Oberau,47.55979,11.13919
562,DE,Nuernberg,49.45421,11.07752
563,DE,Nunchritz,51.29993,13.38555
564,DE,Nossen,51.05798,13.29652
565,DE,Nitz,50.33333,7.01667
566,DE,Niederwinkling,48.88333,12.8
567,DE,Niederschonenfeld,48.71667,10.93333
568,DE,Neumuehle,53.63171,11.37085
569,DE,Neukirchen,50.80188,12.38416
570,DE,Neuenrade,51.28278,7.7825
571,DE,Neu-Anspach,50.31667,8.5
572,DE,Netphen,50.91667,8.1
573,DE,Nenndorf,53.58333,7.43333
574,DE,Neitersen,50.66852,7.58513
575,DE,Neinstedt,51.7495,11.08721
576,DE,Negenborn,52.55405,9.63201
577,DE,Neetze,53.26521,10.62134
578,DE,Muxerath,49.98333,6.26667
579,DE,Munster,48.22904,10.63623
580,DE,Hannoversch Muenden,51.41505,9.65046
581,DE,Muhlpfad,50.12092,7.55546
582,DE,Morsum,54.86989,8.43939
583,DE,Moedingen,48.64327,10.43173
584,DE,Mittelherwigsdorf,50.91667,14.76667
585,DE,Mittelbrunn,49.36667,7.55
586,DE,Miesitz,50.73333,11.83333
587,DE,Melchow,52.77613,13.70647
588,DE,Meckenbach,49.78333,7.5
589,DE,Maroldsweisach,50.19578,10.66003
590,DE,Marktredwitz,50.00443,12.08593
591,DE,Marktoberdorf,47.77964,10.61713
592,DE,Mansfeld,51.59234,11.45223
593,DE,Mammelzen,50.7,7.66667
594,DE,Maasen,52.6922,8.88451
595,DE,Luckenbach,50.7,7.83333
596,DE,Lueblow,53.41554,11.451
597,DE,Lotzbeuren,49.93333,7.21667
598,DE,Lostau,52.20871,11.73795
599,DE,Loebtau,51.04358,13.69444
600,DE,Liesenich,50.08333,7.28333
601,DE,Leutkirch,47.82672,10.0205
602,DE,Leimbach,50.01667,6.25
603,DE,Leiferde,52.20445,10.50842
604,DE,Legden,52.03333,7.1
605,DE,Laugna,48.53333,10.7
606,DE,Lauf an der Pegnitz,49.51386,11.28247
607,DE,Lauf,48.65,8.13333
608,DE,Lauenau,52.27393,9.36928
609,DE,Lappersdorf,49.04694,12.0913
610,DE,Langlingen,52.55593,10.28291
611,DE,Langgons,50.5,8.66667
612,DE,Langensendelbach,49.64051,11.07104
613,DE,Lamme,52.26921,10.4413
614,DE,Kurnbach,49.0775,8.84556
615,DE,Kulmain,49.9,11.9
616,DE,Kroppach,50.69556,7.74028
617,DE,Kropp,54.41667,9.51667
618,DE,Kreischa,50.94534,13.75514
619,DE,Krauschwitz,51.11867,11.97312
620,DE,Kranzberg,48.40613,11.61246
621,DE,Kramerhof,54.35366,13.05412
622,DE,Korweiler,50.1,7.41667
623,DE,Konigsbronn,48.74317,10.11193
624,DE,Koldenbuttel,54.38333,9.06667
625,DE,Kofering,48.93333,12.2
626,DE,Klosterlechfeld,48.15586,10.82986
627,DE,Klein Trebbow,53.71131,11.37208
628,DE,Klein Rheide,54.45,9.48333
629,DE,Kleinpaschleben,51.78396,11.88464
630,DE,Klanxbuell,54.86369,8.67706
631,DE,Kissing,48.30375,10.97088
632,DE,Kirschweiler,49.75,7.25
633,DE,Kirschau,51.09317,14.4284
634,DE,Kirrweiler,49.63333,7.5
635,DE,Kircheib,50.70921,7.45967
636,DE,Kirchberg,50.6219,12.52449
637,DE,Kerpen,50.86991,6.69691
638,DE,Kempfeld,49.78991,7.24634
639,DE,Kellmunz,48.12159,10.12811
640,DE,Kellinghusen,53.95202,9.71959
641,DE,Kelberg,50.29164,6.9195
642,DE,Katharinenheerd,54.33333,8.83333
643,DE,Kampen,53.85548,9.93567
